@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0028977538,SCOPUS_ID:0028977538,2-s2.0-0028977538,The pattern of spread of invading species: Two leaf-mining moths colonizing Great Britain,Nash D.,Journal of Animal Ecology,00218790,64,2,225-233,1995-01-01,1995,10.2307/5757,37,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,33,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028977515,SCOPUS_ID:0028977515,2-s2.0-0028977515,Progeny and sex allocation decisions of the polyembryonic wasp Copidosoma floridanum,Ode P.,Journal of Animal Ecology,00218790,64,2,213-224,1995-01-01,1995,10.2307/5756,91,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,34,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028977510,SCOPUS_ID:0028977510,2-s2.0-0028977510,Evolution of complex life cycles in aphids,Kundu R.,Journal of Animal Ecology,00218790,64,2,245-255,1995-01-01,1995,10.2307/5759,20,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,35,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028977501,SCOPUS_ID:0028977501,2-s2.0-0028977501,Dynamic host feeding by the parasitoid Aphytis melinus: The balance between current and future reproduction,Heimpel G.,Journal of Animal Ecology,00218790,64,2,153-167,1995-01-01,1995,10.2307/5751,108,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,36,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028977411,SCOPUS_ID:0028977411,2-s2.0-0028977411,Complexity in parasite life cycles: Population biology of cestodes in fish,Morand S.,Journal of Animal Ecology,00218790,64,2,256-264,1995-01-01,1995,10.2307/5760,43,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,37,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028977391,SCOPUS_ID:0028977391,2-s2.0-0028977391,Localized adaptation of sea anemone clones: Evidence from transplantation over two spatial scales,Ayre D.,Journal of Animal Ecology,00218790,64,2,186-196,1995-01-01,1995,10.2307/5754,33,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,38,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028976865,SCOPUS_ID:0028976865,2-s2.0-0028976865,"Sources, sinks and pseudo-sinks",Watkinson A.,Journal of Animal Ecology,00218790,64,1,126-130,1995-01-01,1995,10.2307/5833,274,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,39,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028976657,SCOPUS_ID:0028976657,2-s2.0-0028976657,Female/female competition in European badgers Meles meles: Effects on breeding success,Woodroffe R.,Journal of Animal Ecology,00218790,64,1,12-20,1995-01-01,1995,10.2307/5823,85,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,40,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028976654,SCOPUS_ID:0028976654,2-s2.0-0028976654,Interspecific aggression and habitat selection by Amazonian birds,Robinson S.,Journal of Animal Ecology,00218790,64,1,1-11,1995-01-01,1995,10.2307/5822,198,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,41,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028976644,SCOPUS_ID:0028976644,2-s2.0-0028976644,Seasonal variation of clutch size in the European blackbird Turdus merula: A new ultimate explanation,Ludvig E.,Journal of Animal Ecology,00218790,64,1,85-94,1995-01-01,1995,10.2307/5829,20,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,42,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028976625,SCOPUS_ID:0028976625,2-s2.0-0028976625,Food provisioning in the pied flycatcher: Do females gain direct benefits from choosing bright-coloured males?,Saetre G.,Journal of Animal Ecology,00218790,64,1,21-30,1995-01-01,1995,10.2307/5824,91,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,43,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028976614,SCOPUS_ID:0028976614,2-s2.0-0028976614,The relationship of pair-bond formation and duration to reproductive success in short-tailed shearwaters Puffinus tenuirostris,Bradley J.S.,Journal of Animal Ecology,00218790,64,1,31-38,1995-01-01,1995,10.2307/5825,52,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,44,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028976580,SCOPUS_ID:0028976580,2-s2.0-0028976580,A count-down mechanism for host search in the parasitoid Venturia canescens,Driessen G.,Journal of Animal Ecology,00218790,64,1,117-125,1995-01-01,1995,10.2307/5832,89,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,45,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028976561,SCOPUS_ID:0028976561,2-s2.0-0028976561,A male-female longevity paradox in medfly cohorts,Carey J.R.,Journal of Animal Ecology,00218790,64,1,107-116,1995-01-01,1995,10.2307/5831,54,Journal,ar,Article,100,5,5,29544,undefined,0,FALSE,46,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028976560,SCOPUS_ID:0028976560,2-s2.0-0028976560,Ecological determinants of sex allocation in an autoparasitoid wasp,Hunter M.,Journal of Animal Ecology,00218790,64,1,95-106,1995-01-01,1995,10.2307/5830,27,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,47,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028976411,SCOPUS_ID:0028976411,2-s2.0-0028976411,"Individual differences in resource use, growth and emigration under the influence of a dominance hierarchy in fluvial red-spotted masu salmon in a natural habitat",Nakano S.,Journal of Animal Ecology,00218790,64,1,75-84,1995-01-01,1995,10.2307/5828,270,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,48,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028976401,SCOPUS_ID:0028976401,2-s2.0-0028976401,Behavioural plasticity in prey-size selectivity of the blue crab Callinectes sapidus feeding on bivalve prey,Micheli F.,Journal of Animal Ecology,00218790,64,1,63-74,1995-01-01,1995,10.2307/5827,60,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,49,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028976375,SCOPUS_ID:0028976375,2-s2.0-0028976375,Inferring feeding patterns from stomach contents data,Hall S.,Journal of Animal Ecology,00218790,64,1,39-62,1995-01-01,1995,10.2307/5826,29,Journal,ar,Article,100,6,6,29544,undefined,0,FALSE,50,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975758,SCOPUS_ID:0028975758,2-s2.0-0028975758,"Prey selection by tiger, leopard and dhole in tropical forests",Karanth K.,Journal of Animal Ecology,00218790,64,4,439-450,1995-01-01,1995,10.2307/5647,428,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,51,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975750,SCOPUS_ID:0028975750,2-s2.0-0028975750,Root voles: Litter sex ratio variation in fragmented habitat,Aars J.,Journal of Animal Ecology,00218790,64,4,459-472,1995-01-01,1995,10.2307/5649,40,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,52,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975749,SCOPUS_ID:0028975749,2-s2.0-0028975749,Population demography of Antarctic fur seals: The costs of reproduction and implications for life-histories,Boyd I.,Journal of Animal Ecology,00218790,64,4,505-518,1995-01-01,1995,10.2307/5653,124,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,53,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975741,SCOPUS_ID:0028975741,2-s2.0-0028975741,Selection for foraging efficiency during a population crash in Soay sheep,Illius A.,Journal of Animal Ecology,00218790,64,4,481-492,1995-01-01,1995,10.2307/5651,60,Journal,ar,Article,100,5,5,29544,undefined,0,FALSE,54,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975718,SCOPUS_ID:0028975718,2-s2.0-0028975718,"Plumage coloration, differential attraction of vectors and haematozoa infections in birds",Yezerinac S.,Journal of Animal Ecology,00218790,64,4,528-537,1995-01-01,1995,10.2307/5655,37,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,55,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975713,SCOPUS_ID:0028975713,2-s2.0-0028975713,Selection for the timing of great tit breeding in relation to caterpillar growth and temperature,Van Noordwijk A.J.,Journal of Animal Ecology,00218790,64,4,451-458,1995-01-01,1995,10.2307/5648,328,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,56,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975707,SCOPUS_ID:0028975707,2-s2.0-0028975707,Non-breeding territoriality: Causes and consequences of seasonal and individual variation in grey plover Pluvialis squatarola behaviour,Turpie J.,Journal of Animal Ecology,00218790,64,4,429-438,1995-01-01,1995,10.2307/5646,35,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,57,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975705,SCOPUS_ID:0028975705,2-s2.0-0028975705,Holling's functional response model as a tool to link the food-finding mechanism of a probing shorebird with its spatial distribution,Piersma T.,Journal of Animal Ecology,00218790,64,4,493-504,1995-01-01,1995,10.2307/5652,92,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,58,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0028975695,SCOPUS_ID:0028975695,2-s2.0-0028975695,"Spatial distribution of Pogonomyrmex occidentalis: Recruitment, mortality and overdispersion",Wiernasz D.,Journal of Animal Ecology,00218790,64,4,519-527,1995-01-01,1995,10.2307/5654,96,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,59,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975689,SCOPUS_ID:0028975689,2-s2.0-0028975689,Territory area and colony size in the fire ant Solenopsis invicta,Tschinkel W.,Journal of Animal Ecology,00218790,64,4,473-480,1995-01-01,1995,10.2307/5650,75,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,60,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028974981,SCOPUS_ID:0028974981,2-s2.0-0028974981,"Body size, population density, and the Energetic Equivalence Rule",Marquet P.,Journal of Animal Ecology,00218790,64,3,325-332,1995-01-01,1995,10.2307/5894,109,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,61,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028974720,SCOPUS_ID:0028974720,2-s2.0-0028974720,The effect of supplemental food on life-history traits and demography of a tropical mouse Peromyscus mexicanus,Duquette L.,Journal of Animal Ecology,00218790,64,3,348-360,1995-01-01,1995,10.2307/5896,36,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,62,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028974632,SCOPUS_ID:0028974632,2-s2.0-0028974632,The recruitment of parasitoid species in two invading herbivores,Godfray H.,Journal of Animal Ecology,00218790,64,3,393-402,1995-01-01,1995,10.2307/5899,56,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,63,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028974631,SCOPUS_ID:0028974631,2-s2.0-0028974631,Dynamical effects of host-feeding in parasitoids,Briggs C.J.,Journal of Animal Ecology,00218790,64,3,403-416,1995-01-01,1995,10.2307/5900,57,Journal,ar,Article,100,5,5,29544,undefined,0,FALSE,64,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028974623,SCOPUS_ID:0028974623,2-s2.0-0028974623,Density-dependent competition in fire ants: Effects on colony survivorship and size variation,Adams E.,Journal of Animal Ecology,00218790,64,3,315-324,1995-01-01,1995,10.2307/5893,42,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,65,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0028974561,SCOPUS_ID:0028974561,2-s2.0-0028974561,The ecological interactions between a microsporidian parasite and its host Daphnia magna,Ebert D.,Journal of Animal Ecology,00218790,64,3,361-369,1995-01-01,1995,10.2307/5897,65,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,66,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028974510,SCOPUS_ID:0028974510,2-s2.0-0028974510,Spatial structure of the Southern Ocean ecosystem: Predator-prey linkages in Southern Ocean food webs,Murphy E.,Journal of Animal Ecology,00218790,64,3,333-347,1995-01-01,1995,10.2307/5895,72,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,67,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028974445,SCOPUS_ID:0028974445,2-s2.0-0028974445,Predicting the spatial distribution of climate: Temperature in Great Britain,Lennon J.,Journal of Animal Ecology,00218790,64,3,370-392,1995-01-01,1995,10.2307/5898,76,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,68,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028973855,SCOPUS_ID:0028973855,2-s2.0-0028973855,Parasites and food web patterns,Huxham M.,Journal of Animal Ecology,00218790,64,2,168-176,1995-01-01,1995,10.2307/5752,110,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,69,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028973850,SCOPUS_ID:0028973850,2-s2.0-0028973850,The ideal free distribution of unequal competitors: Predictions from a behaviour-based functional response,Holmgren N.,Journal of Animal Ecology,00218790,64,2,197-212,1995-01-01,1995,10.2307/5755,74,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,70,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028836144,SCOPUS_ID:0028836144,2-s2.0-0028836144,Appropriate formulations for dispersal in spatially structured models: Comments on Bascompte &amp; Sole,Hassell M.,Journal of Animal Ecology,00218790,64,5,662-664,1995-01-01,1995,10.2307/5808,55,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,71,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028812270,SCOPUS_ID:0028812270,2-s2.0-0028812270,Appropriate formulations for dispersal in spatially structured models: Reply,Bascompte J.,Journal of Animal Ecology,00218790,64,5,665-666,1995-01-01,1995,10.2307/5809,10,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,72,NA,NA
