@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0028173772,SCOPUS_ID:0028173772,2-s2.0-0028173772,Performance of insect herbivores on hybridizing trees: The case of the subarctic birches,Hanhimaki S.,Journal of Animal Ecology,00218790,63,1,163-175,1994-01-01,1994,10.2307/5592,35,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,46,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173771,SCOPUS_ID:0028173771,2-s2.0-0028173771,A practical model of metapopulation dynamics,Hanski I.,Journal of Animal Ecology,00218790,63,1,151-162,1994-01-01,1994,10.2307/5591,1152,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,47,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173770,SCOPUS_ID:0028173770,2-s2.0-0028173770,"Food availability, parental care and male mating success in red-winged blackbirds (Agelaius phoeniceus)",Whittingham L.,Journal of Animal Ecology,00218790,63,1,139-150,1994-01-01,1994,10.2307/5590,47,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,48,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173768,SCOPUS_ID:0028173768,2-s2.0-0028173768,Guerilla vs. phalanx strategies of resource capture: Growth and structural plasticity in the trunk trail system of the harvester ant Messor barbarus,Lopez F.,Journal of Animal Ecology,00218790,63,1,127-138,1994-01-01,1994,10.2307/5589,30,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,49,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173759,SCOPUS_ID:0028173759,2-s2.0-0028173759,"The energy budget, niche shift, reproduction and growth in a population of Arctic charr, Salvelinus alpinus",Forseth T.,Journal of Animal Ecology,00218790,63,1,116-126,1994-01-01,1994,10.2307/5588,75,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,50,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173756,SCOPUS_ID:0028173756,2-s2.0-0028173756,Lekking by default: Female habitat preferences and male strategies in Uganda kob,Deutsch J.,Journal of Animal Ecology,00218790,63,1,101-115,1994-01-01,1994,10.2307/5587,34,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,51,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173753,SCOPUS_ID:0028173753,2-s2.0-0028173753,Population cycles of forest Lepidoptera: A maternal effect hypothesis,Ginzburg L.,Journal of Animal Ecology,00218790,63,1,79-92,1994-01-01,1994,10.2307/5585,172,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,52,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173752,SCOPUS_ID:0028173752,2-s2.0-0028173752,Food limitation in lake-dwelling leeches: Field experiments,Martin A.,Journal of Animal Ecology,00218790,63,1,93-100,1994-01-01,1994,10.2307/5586,9,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,53,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173747,SCOPUS_ID:0028173747,2-s2.0-0028173747,Mass changes of least auklets Aethia pusilla during the breeding season: Evidence for programmed loss of mass,Jones I.L.,Journal of Animal Ecology,00218790,63,1,71-78,1994-01-01,1994,10.2307/5584,47,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,54,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173740,SCOPUS_ID:0028173740,2-s2.0-0028173740,Annual and long-term variation in the survival rates of British lapwings Vanellus vanellus,Peach W.,Journal of Animal Ecology,00218790,63,1,60-70,1994-01-01,1994,10.2307/5583,108,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,55,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173725,SCOPUS_ID:0028173725,2-s2.0-0028173725,A spatial depletion model of the interaction between bean geese and wigeon with the consequences for habitat management,Sutherland W.J.,Journal of Animal Ecology,00218790,63,1,51-59,1994-01-01,1994,10.2307/5582,69,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,56,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173722,SCOPUS_ID:0028173722,2-s2.0-0028173722,"Kin landownership, differential aggression between kin and non-kin, and population fluctuations in red grouse",Watson A.,Journal of Animal Ecology,00218790,63,1,39-50,1994-01-01,1994,10.2307/5581,82,Journal,ar,Article,100,5,5,29544,undefined,0,FALSE,57,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173715,SCOPUS_ID:0028173715,2-s2.0-0028173715,Changes in the distribution and activity of female harbour seals during the breeding season: Implications for their lactation strategy and mating patterns,Thompson P.,Journal of Animal Ecology,00218790,63,1,24-30,1994-01-01,1994,10.2307/5579,83,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,58,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173711,SCOPUS_ID:0028173711,2-s2.0-0028173711,The population dynamic consequences of phenological asynchrony between parasitoids and their hosts,Godfray H.,Journal of Animal Ecology,00218790,63,1,1-10,1994-01-01,1994,10.2307/5577,121,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,59,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173708,SCOPUS_ID:0028173708,2-s2.0-0028173708,Spatial heterogeneity in a butterfly-host plant interaction,Rodriguez J.,Journal of Animal Ecology,00218790,63,1,31-38,1994-01-01,1994,10.2307/5580,33,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,60,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173705,SCOPUS_ID:0028173705,2-s2.0-0028173705,"Nutrient reserves, probability of cold spells and the question of reserve regulation in wintering canvasbacks",Lovvorn J.,Journal of Animal Ecology,00218790,63,1,11-23,1994-01-01,1994,10.2307/5578,47,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,61,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163066,SCOPUS_ID:0028163066,2-s2.0-0028163066,Patterns of overlap in the geographic ranges of Palearctic and British mammals,Letcher A.,Journal of Animal Ecology,00218790,63,4,871-879,1994-01-01,1994,10.2307/5264,32,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,62,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163058,SCOPUS_ID:0028163058,2-s2.0-0028163058,Tropical forest fragmentation and isolation promote asynchrony among populations of a frugivorous rodent,Adler G.,Journal of Animal Ecology,00218790,63,4,903-911,1994-01-01,1994,10.2307/5267,51,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,63,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163050,SCOPUS_ID:0028163050,2-s2.0-0028163050,Sex ratio variation in relation to female philopatry in Townsend's voles,Lambin X.,Journal of Animal Ecology,00218790,63,4,945-953,1994-01-01,1994,10.2307/5271,52,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,64,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163047,SCOPUS_ID:0028163047,2-s2.0-0028163047,"Reproductive performance of female Antarctic fur seals: The influence of age, breeding experience, environmental variation and individual quality",Lunn N.,Journal of Animal Ecology,00218790,63,4,827-840,1994-01-01,1994,10.2307/5260,146,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,65,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163035,SCOPUS_ID:0028163035,2-s2.0-0028163035,Effects of the scale and spatial distribution of the food resource and animal state on diet selectin: An example with sheep,Edwards G.,Journal of Animal Ecology,00218790,63,4,816-826,1994-01-01,1994,10.2307/5259,64,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,66,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163025,SCOPUS_ID:0028163025,2-s2.0-0028163025,Correlates of local variation in the abundance of hedgehogs Erinaceus europaeus,Micol T.,Journal of Animal Ecology,00218790,63,4,851-860,1994-01-01,1994,10.2307/5262,46,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,67,NA,NA
