@_fa,@seq,author-url,authid,authname,surname,given-name,initials,entry_number,afid.@_fa,afid.$
true,2,https://api.elsevier.com/content/author/author_id/6603710776,6603710776,Grosberg R.,Grosberg,R. K.,R.K.,155,true,60007776
true,1,https://api.elsevier.com/content/author/author_id/7005201107,7005201107,Bednarz J.,Bednarz,J. C.,J.C.,156,true,101991106
true,2,https://api.elsevier.com/content/author/author_id/7007084062,7007084062,Ligon J.,Ligon,J. D.,J.D.,156,true,101991106
true,1,https://api.elsevier.com/content/author/author_id/7102328547,7102328547,Maurer B.,Maurer,B. A.,B.A.,157,true,60006832
true,2,https://api.elsevier.com/content/author/author_id/7409452001,7409452001,Brown J.,Brown,J. H.,J.H.,157,true,60006832
true,1,https://api.elsevier.com/content/author/author_id/7004116357,7004116357,Kenkel N.,Kenkel,N. C.,N.C.,158,true,60009697
true,1,https://api.elsevier.com/content/author/author_id/7004350630,7004350630,Hogg E.,Hogg,E. H.,E.H.,159,true,60030835
true,2,https://api.elsevier.com/content/author/author_id/7005283622,7005283622,Wein R.,Wein,R. W.,R.W.,159,true,60030835
true,1,https://api.elsevier.com/content/author/author_id/7003929642,7003929642,Grimm N.B.,Grimm,N. B.,N.B.,160,true,60025928
true,1,https://api.elsevier.com/content/author/author_id/7005230511,7005230511,Halpern C.,Halpern,C. B.,C.B.,161,true,60013402
true,1,https://api.elsevier.com/content/author/author_id/7005453999,7005453999,Bazzaz F.,Bazzaz,F. A.,F.A.,162,true,60009982
true,2,https://api.elsevier.com/content/author/author_id/6602088487,6602088487,Garbutt K.,Garbutt,K.,K.,162,true,60009982
true,1,https://api.elsevier.com/content/author/author_id/7004168810,7004168810,Mac Nally R.,Mac Nally,R. C.,R.C.,163,true,60026553
true,1,https://api.elsevier.com/content/author/author_id/7005285797,7005285797,Lively C.,Lively,C. M.,C.M.,164,true,60020585
true,1,https://api.elsevier.com/content/author/author_id/7401917107,7401917107,Palmer M.,Palmer,M. A.,M.A.,165,true,60020304
true,1,https://api.elsevier.com/content/author/author_id/7402209942,7402209942,Gallagher J.L.,Gallagher,J. L.,J.L.,166,true,60018914
true,2,https://api.elsevier.com/content/author/author_id/57205852867,57205852867,Somers G.F.,Somers,G. F.,G.F.,166,true,60018914
true,3,https://api.elsevier.com/content/author/author_id/35116298300,35116298300,Grant D.M.,Grant,D. M.,D.M.,166,true,60018914
true,4,https://api.elsevier.com/content/author/author_id/57204380507,57204380507,Seliskar D.M.,Seliskar,D. M.,D.M.,166,true,60018914
true,1,https://api.elsevier.com/content/author/author_id/7402695641,7402695641,Jackson S.,Jackson,S. T.,S.T.,167,true,60011460
true,2,https://api.elsevier.com/content/author/author_id/6505919973,6505919973,Futyma R.,Futyma,R. P.,R.P.,167,true,60011460
true,3,https://api.elsevier.com/content/author/author_id/7102818317,7102818317,Wilcox D.,Wilcox,D. A.,D.A.,167,true,60011460
true,1,https://api.elsevier.com/content/author/author_id/7005135833,7005135833,Gill F.B.,Gill,F. B.,F.B.,168,true,60010079
true,1,https://api.elsevier.com/content/author/author_id/7005705727,7005705727,Juliano S.,Juliano,S. A.,S.A.,169,true,60031975
true,1,https://api.elsevier.com/content/author/author_id/7202245029,7202245029,Morse D.,Morse,D. H.,D.H.,170,true,60011460
true,1,https://api.elsevier.com/content/author/author_id/6603779828,6603779828,Inouye R.,Inouye,R. S.,R.S.,171,true,60005437
true,2,https://api.elsevier.com/content/author/author_id/7005020351,7005020351,Tilman D.,Tilman,D.,D.,171,true,60005437
true,1,https://api.elsevier.com/content/author/author_id/7103226972,7103226972,West L.,West,L.,L.,172,true,60013402
true,1,https://api.elsevier.com/content/author/author_id/7102977117,7102977117,Pierce L.,Pierce,L. L.,L.L.,173,true,60022355
true,2,https://api.elsevier.com/content/author/author_id/7005395607,7005395607,Running S.,Running,S. W.,S.W.,173,true,60022355
true,1,https://api.elsevier.com/content/author/author_id/6603844350,6603844350,Orloci L.,Orloci,L.,L.,174,true,60010884
true,2,https://api.elsevier.com/content/author/author_id/6504737014,6504737014,Orloci M.,Orloci,M.,M.,174,true,60010884
true,1,https://api.elsevier.com/content/author/author_id/7003901064,7003901064,Levey D.,Levey,D. J.,D.J.,175,true,60013959
true,1,https://api.elsevier.com/content/author/author_id/7006188111,7006188111,Sacchi C.,Sacchi,C. F.,C.F.,176,true,60021918
true,2,https://api.elsevier.com/content/author/author_id/7402530526,7402530526,Price P.,Price,P. W.,P.W.,176,true,60021918
true,3,https://api.elsevier.com/content/author/author_id/7202998887,7202998887,Craig T.,Craig,T. P.,T.P.,176,true,60021918
true,4,https://api.elsevier.com/content/author/author_id/7006706301,7006706301,Itami J.,Itami,J. K.,J.K.,176,true,60021918
